id,created_at,text,is_reply,reply_to_user,reply_to_status,is_retweet,favorite_count,retweet_count,lang,root_id,media_count,source_url,editorial_status,article_slugs
2098489838848692466,2026-09-11 19:12:20+00:00,"@MaestroMelena Valverde y Koeman le han hecho demasiado daño al club como para ponerlos al nivel de Xavi que nos pasó de ser novenos a segundos. Y no tuvo a MESSI, no soporto pensar como se desaprovecharon los últimos años del argentino en el Barça por culpa de esos dos.",True,MaestroMelena,2098152656586043825,False,0,0,es,2098489838848692466,0,https://x.com/ScarFace2824/status/2098489838848692466,reply-archive,
2097808736702054401,2026-09-09 22:05:52+00:00,@sirfcb_ Imperial,True,sirfcb_,2097750135073562908,False,0,0,en,2097808736702054401,0,https://x.com/ScarFace2824/status/2097808736702054401,reply-archive,
2097804729263030723,2026-09-09 21:49:57+00:00,@sirfcb_ Hay que ser muy bueno para colar la pelota por ese hueco,True,sirfcb_,2097753342801801563,False,0,0,es,2097804729263030723,0,https://x.com/ScarFace2824/status/2097804729263030723,reply-archive,
2097804467173281961,2026-09-09 21:48:54+00:00,"@1899DanielFCB Si salen, hay que traer más efectivos, Dimarco libre y un lateral derecho que sea tercer central y te valga como suplente de Cubarsí, idealmente lo que sacas por Koundé a la clausula de Pubill y le das a los atleticos la rivalidad que quieren, sino un Geertruida o Singo.",True,1899DanielFCB,2097801727801999470,False,2,0,es,2097804467173281961,0,https://x.com/ScarFace2824/status/2097804467173281961,reply-archive,
2097800631440363789,2026-09-09 21:33:40+00:00,"@1899DanielFCB Yo ya confío en Xavi Espart de LI como lateral a pie cambiado y el derecho se lo doy a Eric, por lo que solo tienes que traer un CB zurdo y un 9 que tienes para escoger a Julián, Kroupi, Woltemade depende como le vaya en Italia o Haaland si se pone a tiro tras la salida de Pep.",True,1899DanielFCB,2097761089496715465,False,7,0,es,2097800631440363789,0,https://x.com/ScarFace2824/status/2097800631440363789,reply-archive,
2097768443214799058,2026-09-09 19:25:46+00:00,"@sirfcb_ Hay que sacarse de encima a estos jugadores que te destrozan partidos, ya se ha empezado la limpieza con Ter Stegen, Araújo y Ferran.",True,sirfcb_,2097754107566010503,False,0,0,es,2097768443214799058,0,https://x.com/ScarFace2824/status/2097768443214799058,reply-archive,
2097742880886427934,2026-09-09 17:44:11+00:00,"@Blayasensat He visto al equipo un poco roto en algunos momentos, haciendo que el medio campo no pudiera abarcar todo el espacio. Cubarsí emperial. Y me gustaria ver a Pedri más cerca de Lamine, en general, creo que están lejos y el talento debe encontrarse.",True,Blayasensat,2097740331487764639,False,4,0,es,2097742880886427934,0,https://x.com/ScarFace2824/status/2097742880886427934,reply-archive,
2097740152328130904,2026-09-09 17:33:21+00:00,@sirfcb_ El rival más fuerte de la temporada,True,sirfcb_,2097738643288756674,False,2,0,es,2097740152328130904,0,https://x.com/ScarFace2824/status/2097740152328130904,reply-archive,
2097726911350817169,2026-09-09 16:40:44+00:00,"@ShadowMonarch23 Y que Espart acabe arrastrandose, hay que repartir cargas por encima de mandar mensajes",True,ShadowMonarch23,2097723507224326626,False,1,0,es,2097726911350817169,0,https://x.com/ScarFace2824/status/2097726911350817169,reply-archive,
2092214555510284700,2026-08-25 11:36:36+00:00,"@RolsoG Ya les haríamos un favor apagando el incendio que tienen, como para que encima paguemos de más.",True,RolsoG,2092197823529800177,False,1,0,es,2092214555510284700,0,https://x.com/ScarFace2824/status/2092214555510284700,reply-archive,
2092207507749917091,2026-08-25 11:08:35+00:00,"@ThierryEnric14 Te cargas el mercado de 10 que estás haciendo. 
Los desesperados son ellos con el incendio que tienen, no nosotros.",True,ThierryEnric14,2092190533783282084,False,0,0,es,2092207507749917091,0,https://x.com/ScarFace2824/status/2092207507749917091,reply-archive,
2092206276000248214,2026-08-25 11:03:42+00:00,"@ShadowMonarch23 Ni en broma. Te cargas el pedazo mercado que estás haciendo. 
Tienen un incendio en casa. Están desesperados y vamos a pagar nosotros 150?!",True,ShadowMonarch23,2092204759411265903,False,3,0,es,2092206276000248214,0,https://x.com/ScarFace2824/status/2092206276000248214,reply-archive,
2092204039773516220,2026-08-25 10:54:49+00:00,@BlxckNews Habría que verlos a ellos con 18 años,True,BlxckNews,2092187836325744680,False,2,0,es,2092204039773516220,0,https://x.com/ScarFace2824/status/2092204039773516220,reply-archive,
2092195091452465577,2026-08-25 10:19:15+00:00,"@sirfcb_ Por lo que he entendido su família por visado no puede ir con él a Inglaterra, por lo que no es solo que su único objetivo es el Barça sino que la premier no es ni una opción.",True,sirfcb_,2092178230190969143,False,0,0,es,2092195091452465577,0,https://x.com/ScarFace2824/status/2092195091452465577,reply-archive,
2092172752643866726,2026-08-25 08:50:29+00:00,"@bxrca1899 +Pesquer
El único que se queda cojo es el suplente de Cuba por la lesiones del danés. No se puede confiar en su disponibilidad. 
Por eso, una vez cerrado Julián  ya devaluado en enero, clausulas a Pubill con lo que saques por Koundé. Si quieren rivalidad, artificial se la damos.",True,bxrca1899,2091950870522950088,False,0,0,es,2092172752643866726,0,https://x.com/ScarFace2824/status/2092172752643866726,reply-archive,
2092162071311843564,2026-08-25 08:08:02+00:00,@bxrca1899 Tresoldi + Lukeba,True,bxrca1899,2091846370709696689,False,0,0,in,2092162071311843564,0,https://x.com/ScarFace2824/status/2092162071311843564,reply-archive,
2092161837634666691,2026-08-25 08:07:07+00:00,@Somhiseremfcb @10JoseAlvarez Monumento a Deco si en un mismo mercado saca a todos estos. https://t.co/2Gw1WxJAc8,True,Somhiseremfcb,2092057199736406294,False,0,0,es,2092161837634666691,2,https://x.com/ScarFace2824/status/2092161837634666691,reply-archive,
2091997306237379032,2026-08-24 21:13:19+00:00,"@casasbasti @BlastoporFCB Cuando lo anunció la megafonía, cuando lo enfocaban en el banquillo, cuando saltó a calentar, cuando entró al campo, cuando tocaba el balón, cuando acabó el partido y se fue al vestuario... 
Te piensas que el resto no vimos el partido. 
Si quereis vivir con esto vosotros sabreis.",True,casasbasti,2091995964412141974,False,0,0,es,2091997306237379032,0,https://x.com/ScarFace2824/status/2091997306237379032,reply-archive,
2091996317467951288,2026-08-24 21:09:24+00:00,"@gxldeadam Lukeba
Salinas
Después de fichar a Julián en enero una vez ya devaluado -&gt; Clausulazo a Pubill con lo que te hayan dado por Koundé",True,gxldeadam,2091946957975540074,False,0,0,es,2091996317467951288,0,https://x.com/ScarFace2824/status/2091996317467951288,reply-archive,
2091992993343459652,2026-08-24 20:56:11+00:00,"Como @Deco20oficial tenga los huevos de sacar a Ter Stegen, Araújo, Ferran, Frenkie, Koundé y Balde en un mismo mercado, es para hacerle un monumento en Collserola y que sea punto de peregrinación. https://t.co/ZWt8PZeP65",False,,,False,0,0,es,2091992993343459652,2,https://x.com/ScarFace2824/status/2091992993343459652,standalone-archive,
2091992378794229994,2026-08-24 20:53:45+00:00,"@1899DanielFCB Si, totalmente.",True,1899DanielFCB,2091986590335688875,False,1,0,es,2091992378794229994,0,https://x.com/ScarFace2824/status/2091992378794229994,reply-archive,
2091985853807550500,2026-08-24 20:27:49+00:00,"@1899DanielFCB Si sale Koundé, te esperas a enero para fichar a Julián una vez ya esté devaluado y cuando esté cerrado, clausulazo a Pubill.",True,1899DanielFCB,2091958850400432206,False,2,0,es,2091985853807550500,0,https://x.com/ScarFace2824/status/2091985853807550500,reply-archive,
2091939637749256339,2026-08-24 17:24:10+00:00,"@Padremany1 Lo que hubiera sido una mercado de salidas con Ter Stegen, Araujo, Ferran, De Jong, Kounde y Balde. Para poner el nombre del estadio a Deco.",True,Padremany1,2091936261925679393,False,0,0,es,2091939637749256339,0,https://x.com/ScarFace2824/status/2091939637749256339,reply-archive,
2091933595287830814,2026-08-24 17:00:10+00:00,@lustforbarca @BlastoporFCB Ya veremos cuando pasen 4 meses con el incendio de ayer.,True,lustforlife19_,2091869850444378270,False,0,0,es,2091933595287830814,0,https://x.com/ScarFace2824/status/2091933595287830814,reply-archive,
2091933505613681148,2026-08-24 16:59:48+00:00,"@casasbasti @BlastoporFCB Ningún problema, que se quede y siga el incendio. El bochorno de ayer cada partido. Se convierte en Joao Felix 2.0. Nosotros a lo nuestro.",True,casasbasti,2091835579067461694,False,1,0,es,2091933505613681148,0,https://x.com/ScarFace2824/status/2091933505613681148,reply-archive,
2091924731112894579,2026-08-24 16:24:56+00:00,"@SoldadoCule_ Si se tiene lo que hay que tener no solo se puede hacer eso sino ir todavía un paso más allá. Y que su rivalidad artificial que han intentado crear tenga motivos. 
https://t.co/enIda5wBUK",True,SoldadoCule_,2091880362683043861,False,0,0,es,2091924731112894579,0,https://x.com/ScarFace2824/status/2091924731112894579,reply-archive,
2091905563437199550,2026-08-24 15:08:46+00:00,"@abreu_de97904 Yo creo que Flick prefiere vender a Balde y traer a Lukeba. 
Hamza debe ser el delantero que los entrenadores veían en Piqué o Araújo para los últimos minutos, nada más.",True,abreu_de97904,2091905028382466474,False,0,0,es,2091905563437199550,0,https://x.com/ScarFace2824/status/2091905563437199550,reply-archive,
2091874450601877540,2026-08-24 13:05:08+00:00,@_AdrianSnchz Nada nuevo https://t.co/o9nvHMaovA,True,_AdrianSnchz,2091656735442272503,False,0,0,es,2091874450601877540,1,https://x.com/ScarFace2824/status/2091874450601877540,reply-archive,
2091874024049483883,2026-08-24 13:03:27+00:00,@DBR8 Con el incendio que tienen ya les hacemos un favor ofreciendo 80M. La oferta ha caducado.,True,DBR8,2091872563550953916,False,0,0,es,2091874024049483883,0,https://x.com/ScarFace2824/status/2091874024049483883,reply-archive,
2057794202281324974,2026-05-22 12:02:24+00:00,@ShadowMonarch23 Kane,True,ShadowMonarch23,2057759312894689386,False,0,0,no,2057794202281324974,0,https://x.com/ScarFace2824/status/2057794202281324974,reply-archive,
2057792118408552888,2026-05-22 11:54:07+00:00,@ShadowMonarch23 Supongo que depende de cuanto rebaje,True,ShadowMonarch23,2057784771409772671,False,0,0,es,2057792118408552888,0,https://x.com/ScarFace2824/status/2057792118408552888,reply-archive,
2057772949600391500,2026-05-22 10:37:57+00:00,"@Mart1Aarn Si hace un buen mundial la gente empezará a decir que ha vuelto y hay que quedarselo, ya nos conocemos.",True,Mart1Aarn,2057770630494220735,False,5,1,es,2057772949600391500,0,https://x.com/ScarFace2824/status/2057772949600391500,reply-archive,
2057735054722236680,2026-05-22 08:07:22+00:00,@BarcelonaValor No no Tre-soldi,True,BarcelonaValor,2057565642119651696,False,0,0,it,2057735054722236680,0,https://x.com/ScarFace2824/status/2057735054722236680,reply-archive,
2057615987466252542,2026-05-22 00:14:14+00:00,@Somhiseremfcb Criminal lo de este tio y luego va de que no tiene equipo,True,Somhiseremfcb,2057613854939439326,False,1,0,es,2057615987466252542,0,https://x.com/ScarFace2824/status/2057615987466252542,reply-archive,
2057604310679130152,2026-05-21 23:27:50+00:00,@Juandur83972441 @ShadowMonarch23 150? Ni Julián te cuesta eso. Ponle 10M más por Bastoni si quieres. Y suplentes dime cuales te faltan a ver si lo arreglamos. Lo único que lo complica es que los jugadores no quieran salir pero en la mayoría hay notícias de ofertas por ellos. En llegadas no hay tantas operaciones,True,Juandur83972441,2057590170115883183,False,0,0,es,2057604310679130152,0,https://x.com/ScarFace2824/status/2057604310679130152,reply-archive,
2057582841282609157,2026-05-21 22:02:32+00:00,@MaverickTDM Como va a ser peor un acuerdo voluntario entre dos personas adultas que una agresión?,True,MaverickTDM,2057495064792760393,False,0,0,es,2057582841282609157,0,https://x.com/ScarFace2824/status/2057582841282609157,reply-archive,
2057541261213540468,2026-05-21 19:17:18+00:00,@Blayasensat Què va veure Flick en el Quim que no el va convèncer?,True,Blayasensat,2057540676523274432,False,5,0,ca,2057541261213540468,0,https://x.com/ScarFace2824/status/2057541261213540468,reply-archive,
2057540263149556008,2026-05-21 19:13:20+00:00,@TheMavericK_YT Todo es imposible si no lo intentas,True,TheMavericK_YT,2057534980440334468,False,0,0,es,2057540263149556008,0,https://x.com/ScarFace2824/status/2057540263149556008,reply-archive,
2057540125639237946,2026-05-21 19:12:47+00:00,@Mart1Aarn Y lo de Quim y Goren...,True,Mart1Aarn,2057539951063888342,False,4,0,es,2057540125639237946,0,https://x.com/ScarFace2824/status/2057540125639237946,reply-archive,
2057522596875219410,2026-05-21 18:03:08+00:00,"@agnz__ Si el punto de abstenerse es que no confías en el sistema, votar en blanco es participar en el.",True,agnz__,2057442686848708844,False,0,0,es,2057522596875219410,0,https://x.com/ScarFace2824/status/2057522596875219410,reply-archive,
2057492587116696009,2026-05-21 16:03:53+00:00,"@Mart1Aarn Tiene justo lo que le falta a Rashford, desborde y saber asociarse con sus compañeros. Entiendo que el inglés te da números que se traducen en puntos y victorias pero si el titular Raphinha ya te ataca el espacio y termina jugadas, que el suplente deberia ser perfil generador.",True,Mart1Aarn,2057491810847506802,False,1,0,es,2057492587116696009,0,https://x.com/ScarFace2824/status/2057492587116696009,reply-archive,
2057490679786352935,2026-05-21 15:56:19+00:00,@Mart1Aarn Poco suena para el Barça si la estrategia es 9 top y extremo low cost debe ser el elegido.,True,Mart1Aarn,2057490017056952727,False,1,0,es,2057490679786352935,0,https://x.com/ScarFace2824/status/2057490679786352935,reply-archive,
2057468450067423527,2026-05-21 14:27:59+00:00,"@elitelliZN Ojalá, pero para eso necesitas un extremo de nivel y no a Rashford que no era titular ni con Raphinha lesionado.",True,elitelliZN,2057462404972163489,False,0,0,es,2057468450067423527,0,https://x.com/ScarFace2824/status/2057468450067423527,reply-archive,
2057468108499976557,2026-05-21 14:26:37+00:00,"@Catalan_Soldier Do you watch Barça games with the TV off? When exactly do Barça defend their own box? Most chances they concede come in transition, with the CBs defending huge spaces and out of position. That’s why a box defender isn’t the priority. You need a high-line/open-space defender.",True,Catalan_Soldier,2057462636086964714,False,1,0,en,2057468108499976557,0,https://x.com/ScarFace2824/status/2057468108499976557,reply-archive,
2057448598757863820,2026-05-21 13:09:06+00:00,"@Catalan_Soldier And how many times do you think Flick actually used the Araújo-Cubarsí partnership as a settled pairing?
This season, games with 70+ mins together:
Araújo-Cubarsí: 6 games
Gerard-Cubarsí: 22 games",True,Catalan_Soldier,2057440099013648626,False,1,0,und,2057448598757863820,0,https://x.com/ScarFace2824/status/2057448598757863820,reply-archive,
2057448465404211541,2026-05-21 13:08:34+00:00,"@Catalan_Soldier Wtf, Flick literally played Gerard Martín a left-back from Cornellà ahead of Araújo and Eric at his best, because he is left-footed
And profile-wise, Vuskovic is the opposite of what we need: slow, elite in box defending, while we defend transitions, high line and open space",True,Catalan_Soldier,2057440099013648626,False,1,0,en,2057448465404211541,0,https://x.com/ScarFace2824/status/2057448465404211541,reply-archive,
2057439384555720740,2026-05-21 12:32:29+00:00,"@elitelliZN Que ganas de ver esta Alemania, con Woltemade, Musiala, Wirtz, Kimmich, Pavlovic, Schlotterbeck, Tah... No tanto por llegar lejos sino por estética.",True,elitelliZN,2057432617507508472,False,0,0,es,2057439384555720740,0,https://x.com/ScarFace2824/status/2057439384555720740,reply-archive,
2057438401301725643,2026-05-21 12:28:34+00:00,@Catalan_Soldier Flick no va a jugar sin central zurdo,True,Catalan_Soldier,2057425919913214192,False,1,0,es,2057438401301725643,0,https://x.com/ScarFace2824/status/2057438401301725643,reply-archive,
2057417915872276678,2026-05-21 11:07:10+00:00,@Somhiseremfcb No hay nadie del club para corregirle el balanceo?,True,Somhiseremfcb,2057415047396102151,False,3,0,es,2057417915872276678,0,https://x.com/ScarFace2824/status/2057417915872276678,reply-archive,
2057315274781577631,2026-05-21 04:19:19+00:00,"@Juandur83972441 @ShadowMonarch23 Ventas: 
Ter Stegen 0  
Casadó 30 
Araújo 30 
Koundé 80 
Balde 50 
Christensen 0 
Iñaki Peña 5 
Lewandowski 0 
Ferran 40 
Ansu 11
Roony 10

TOTAL: 256M€

Compras:

Bastoni 60 
Palestra 30 
Cancelo 0 
Diomande 100 
Asllani 25

TOTAL: 215M€

Balance: +41M€",True,Juandur83972441,2057307413573734879,False,0,0,es,2057315274781577631,0,https://x.com/ScarFace2824/status/2057315274781577631,reply-archive,
2057301765976928277,2026-05-21 03:25:38+00:00,"@ShadowMonarch23 El problema es que los jugadores quieran salir, si se hacen ventas suficientes, sí se cubre y con la salida de Robert, Kounde, Araujo, Ter Stegen, Christensen también se libera masa salarial. 
Para mi era: Diomande, Kane/Asllani, Bastoni/ Van de Ven, Palestra",True,ShadowMonarch23,2057199586054123955,False,0,0,es,2057301765976928277,0,https://x.com/ScarFace2824/status/2057301765976928277,reply-archive,
2057298950097424813,2026-05-21 03:14:27+00:00,"@ShadowMonarch23 No son mis primeras opciones pero si las segundas, firmo.",True,ShadowMonarch23,2057198190735020319,False,0,0,es,2057298950097424813,0,https://x.com/ScarFace2824/status/2057298950097424813,reply-archive,
2057226835570700304,2026-05-20 22:27:53+00:00,"@ShadowMonarch23 0 sentido, ni te eleva el juego en ataque como Bastoni ni te defiende a las espaldas como Van de Ven",True,ShadowMonarch23,2057004105885729194,False,0,0,es,2057226835570700304,0,https://x.com/ScarFace2824/status/2057226835570700304,reply-archive,
2057226100774678858,2026-05-20 22:24:58+00:00,@10InfoBlaugrana No,True,10InfoBlaugrana,2057159421797773356,False,0,0,und,2057226100774678858,0,https://x.com/ScarFace2824/status/2057226100774678858,reply-archive,
2057157653529313293,2026-05-20 17:52:59+00:00,@gusfop No hablo de ti sino lo que los medios dicen que supuestamente pide Flick,True,gusfop,2057154976724476210,False,0,0,es,2057157653529313293,0,https://x.com/ScarFace2824/status/2057157653529313293,reply-archive,
2057144218196320422,2026-05-20 16:59:36+00:00,@10InfoBlaugrana No se si Haaland es precisamente el que más le va a perjudicar la salida de Pep,True,10InfoBlaugrana,2057099028542685313,False,1,0,es,2057144218196320422,0,https://x.com/ScarFace2824/status/2057144218196320422,reply-archive,
2057141984448438644,2026-05-20 16:50:43+00:00,@TheMavericK_YT Cual de todas no es justa?,True,TheMavericK_YT,2057090691973411253,False,0,0,es,2057141984448438644,0,https://x.com/ScarFace2824/status/2057141984448438644,reply-archive,
2057141566909694336,2026-05-20 16:49:04+00:00,@gusfop Una semana dicen que no a Bastoni y a la otra piden exactamente lo que hace Bastoni,True,gusfop,2057112788372160829,False,2,0,es,2057141566909694336,0,https://x.com/ScarFace2824/status/2057141566909694336,reply-archive,
2057134174566220038,2026-05-20 16:19:41+00:00,"@ShadowMonarch23 Lo de siempre, todo 2026 perdiendo cada balón que tocaba, hace dos partidos buenos y ya no es venta. Y vuelta al bucle",True,ShadowMonarch23,2057120901578052005,False,30,0,es,2057134174566220038,0,https://x.com/ScarFace2824/status/2057134174566220038,reply-archive,
